Gene	log2FoldChange (<0 higher in 4, >0 higher in 15)	Padj 4 v 15	log2FoldChange (<0 higher in 15, >0 higher in 20)	Padj 15 v 20	log2FoldChange (<0 higher in 4, >0 higher in 20)	Padj 4 v 20	Gene Name	Pathway
sps_RS19340	2.06756	0.00000	-1.50043	0.00000	0.56712	0.14422	sodium/glutamate symporter	Amino Acid metabolis and transport
sps_RS17205	-0.78758	0.26568	-0.18801	0.93495	-0.97559	0.14481	hypothetical protein	NA
sps_RS02210	0.99121	0.03440	-0.25444	0.88796	0.73677	0.14482	M23 family peptidase	Cell wall/membrane/envelop biogenesis
sps_RS23585	-0.23438	0.54984	-0.24339	0.79157	-0.47776	0.14560	methionine synthase	Amino Acid metabolis and transport
sps_RS05735	0.83007	0.23046	0.11840	0.95979	0.94847	0.14727	hypothetical protein	NA
sps_RS02300	0.51973	0.26963	0.12311	0.93495	0.64284	0.14754	MATE family efflux transporter	Function Unknown
sps_RS11580	-1.63048	0.30565	-0.57205	0.92065	-2.20252	0.14772	tRNA-Phe	NA
sps_RS01045	0.41768	0.34729	0.17156	0.90444	0.58924	0.14777	hypothetical protein	NA
sps_RS07185	0.56565	0.28557	0.13968	0.93279	0.70533	0.14777	hypothetical protein	NA
sps_RS14560	-0.48018	0.50803	-0.41920	0.82702	-0.89937	0.14777	bifunctional aspartate kinase/homoserine dehydrogenase II	Amino Acid metabolis and transport
sps_RS07380	0.38270	0.24610	0.06710	0.94959	0.44980	0.14866	DNA-binding response regulator	Signal Transduction
sps_RS13870	-0.30123	0.55626	-0.31685	0.79157	-0.61809	0.14885	hypothetical protein	Function Unknown
sps_RS20965	-0.47293	0.52644	-0.44653	0.81873	-0.91947	0.14885	preprotein translocase subunit SecG	Intracellular trafficking and secretion
sps_RS01330	-0.83646	0.07459	0.13266	0.93507	-0.70380	0.14941	AraC family transcriptional regulator	Transcription
sps_RS25520	0.79716	0.25205	0.15870	0.94151	0.95586	0.14941	adenylosuccinate synthase	Nucleotide metabolism and transport
sps_RS08870	1.57594	0.00133	-0.74536	0.40431	0.83059	0.14942	methyl-accepting chemotaxis protein	Function Unknown
sps_RS12780	0.29235	0.64290	0.42240	0.72756	0.71475	0.14967	nitrate/nitrite two-component system sensor histidine kinase NarQ	Signal Transduction
sps_RS23645	0.39362	0.61681	0.50245	0.75303	0.89607	0.14972	cytochrome c biogenesis protein CcdA	Post-translational modification, protein turnover, chaperone functions
sps_RS27880	0.79839	0.24858	0.15162	0.94386	0.95000	0.14972	F0F1 ATP synthase subunit A	Energy production and conversion
sps_RS06790	1.48454	0.00000	-0.99148	0.00085	0.49305	0.14972	DNA ligase	Replication and repair
sps_RS25550	-0.61936	0.15915	1.24753	0.00140	0.62818	0.14972	DegQ family serine endoprotease	Post-translational modification, protein turnover, chaperone functions
sps_RS05065	0.76371	0.04384	-0.17919	0.90265	0.58452	0.15021	hypothetical protein	Cell wall/membrane/envelop biogenesis
sps_RS06685	-0.53999	0.35365	-0.22630	0.90444	-0.76628	0.15021	cytidine deaminase	Nucleotide metabolism and transport
sps_RS17445	-0.56148	0.18472	-0.02956	0.98343	-0.59104	0.15021	choline transporter	Inorganic ion transport and metabolism
sps_RS24895	0.70955	0.08636	-0.09583	0.94613	0.61372	0.15021	hydrolase	Function Unknown
sps_RS26010	-0.32233	0.46288	-0.22582	0.86166	-0.54815	0.15021	enoyl-CoA hydratase	Lipid metabolism
sps_RS06195	-0.48481	0.36131	-0.21021	0.90444	-0.69501	0.15026	cytochrome C	Energy production and conversion
sps_RS08985	-0.56356	0.15239	1.12158	0.00133	0.55803	0.15026	valine--pyruvate transaminase	Amino Acid metabolis and transport
sps_RS04160	-0.63974	0.38697	-0.31741	0.89596	-0.95715	0.15051	SGNH/GDSL hydrolase family protein	Function Unknown
sps_RS01025	0.71666	0.12228	-0.04200	0.97734	0.67466	0.15135	23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ	Function Unknown
sps_RS02475	-0.66999	0.42747	-0.40091	0.87895	-1.07089	0.15135	ribonuclease T	Translation
sps_RS03910	-0.09683	0.85755	-0.43348	0.50900	-0.53031	0.15135	DUF885 domain-containing protein	Function Unknown
sps_RS09400	-1.92244	0.02676	0.57149	0.85646	-1.35096	0.15135	TetR/AcrR family transcriptional regulator	Transcription
sps_RS18285	0.43356	0.66815	0.70848	0.70255	1.14204	0.15135	hypothetical protein	Function Unknown
sps_RS01190	0.29014	0.54301	0.27785	0.81588	0.56799	0.15167	pimeloyl-[acyl-carrier protein] methyl ester esterase	Lipid metabolism
sps_RS11045	-0.74540	0.12820	1.45345	0.00095	0.70805	0.15167	nucleotide exchange factor GrpE	Post-translational modification, protein turnover, chaperone functions
sps_RS18045	-1.15407	0.07430	0.21049	0.92818	-0.94357	0.15167	peptidylprolyl isomerase	Post-translational modification, protein turnover, chaperone functions
sps_RS22945	-1.31175	0.03522	0.34807	0.88473	-0.96367	0.15215	hypothetical protein	NA
sps_RS24555	0.29755	0.69579	0.53086	0.69441	0.82841	0.15215	IS5/IS1182 family transposase	Replication and repair
sps_RS01095	1.06798	0.14824	2.38725	0.00016	3.45523	0.00000	hypothetical protein	Secondary Structure
sps_RS05185	0.37988	0.68229	-1.45792	0.08252	-1.07804	0.15271	type VI secretion system baseplate subunit TssG	Function Unknown
sps_RS09770	-0.52356	0.35565	-0.21346	0.90662	-0.73702	0.15287	hypothetical protein	Function Unknown
sps_RS01020	-0.21980	0.70696	-0.42449	0.67822	-0.64430	0.15371	nuclear transport factor 2 family protein	Function Unknown
sps_RS05695	0.36624	0.46523	0.25236	0.86636	0.61860	0.15383	electron transport complex subunit RsxE	Energy production and conversion
sps_RS27285	1.24305	0.03474	-2.18059	0.00010	-0.93754	0.15383	EscI/YscI/HrpB family type III secretion system inner rod protein	Function Unknown
sps_RS00070	-0.06768	0.89413	0.53095	0.20821	0.46327	0.15388	winged helix DNA-binding domain-containing protein	Function Unknown
sps_RS04315	0.18936	0.78017	-0.90053	0.12273	-0.71118	0.15388	AMP-binding protein	Lipid metabolism
sps_RS07520	-0.54653	0.61344	-0.70407	0.75421	-1.25060	0.15388	anaerobic C4-dicarboxylate transporter	Function Unknown
sps_RS22790	0.68924	0.18050	0.02479	0.98748	0.71402	0.15388	DUF1289 domain-containing protein	Function Unknown
sps_RS15030	-0.81948	0.19689	-0.05158	0.97919	-0.87107	0.15426	twin-arginine translocase TatA/TatE family subunit	Intracellular trafficking and secretion
sps_RS09940	-1.05946	0.12281	0.09725	0.96869	-0.96221	0.15450	hypothetical protein	Function Unknown
sps_RS04340	0.69315	0.21507	0.07140	0.96869	0.76456	0.15642	RluA family pseudouridine synthase	Translation
sps_RS15520	-0.78009	0.04665	0.19020	0.90265	-0.58989	0.15642	ion channel protein Tsx	Cell wall/membrane/envelop biogenesis
sps_RS02985	-0.41565	0.48873	-0.32007	0.85491	-0.73572	0.15649	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	Lipid metabolism
sps_RS01990	-1.22411	0.13673	0.05334	0.98538	-1.17077	0.15674	cytochrome c-type biogenesis protein CcmH	Post-translational modification, protein turnover, chaperone functions
sps_RS05535	-1.18012	0.12699	0.06842	0.97734	-1.11170	0.15674	glucose-6-phosphate dehydrogenase	Carbohydrate metabolism and transport
sps_RS05740	0.69384	0.13529	-0.03171	0.98426	0.66213	0.15674	Holliday junction branch migration DNA helicase RuvB	Replication and repair
sps_RS14625	-1.35628	0.01370	0.50305	0.74587	-0.85323	0.15674	chromosome partitioning protein ParA	Intracellular trafficking and secretion
sps_RS25555	0.17439	0.79975	0.52158	0.58729	0.69597	0.15674	outer membrane-stress sensor serine endopeptidase DegS	Post-translational modification, protein turnover, chaperone functions
sps_RS04950	2.12589	0.00006	-1.21124	0.09617	0.91465	0.15713	hypothetical protein	Function Unknown
sps_RS15110	-0.36262	0.35979	-0.14920	0.90662	-0.51183	0.15713	ATP-dependent RNA helicase RhlB	Replication and repair
sps_RS04705	-1.44795	0.02626	0.44253	0.85019	-1.00542	0.15741	alcohol dehydrogenase	Energy production and conversion
sps_RS04115	-0.47657	0.37075	-0.20637	0.90444	-0.68294	0.15772	Na+-transporting NADH:ubiquinone oxidoreductase subunit F	Energy production and conversion
sps_RS15155	0.22582	0.82283	-1.24148	0.14569	-1.01566	0.15772	tRNA dihydrouridine synthase DusB	Translation
sps_RS06890	0.36689	0.44638	-0.96769	0.02175	-0.60081	0.15779	hypothetical protein	Function Unknown
sps_RS20495	0.65631	0.36196	0.24858	0.91111	0.90489	0.15779	hypothetical protein	NA
sps_RS26880	0.08393	0.87366	0.41067	0.51317	0.49459	0.15779	class I SAM-dependent methyltransferase	Function Unknown
sps_RS22840	0.62349	0.17848	0.01716	0.99017	0.64065	0.15886	nucleotidyltransferase family protein	Cell wall/membrane/envelop biogenesis
sps_RS16875	-0.51137	0.70307	-0.98218	0.69276	-1.49355	0.15930	(2Fe-2S)-binding protein	Energy production and conversion
sps_RS26435	0.38486	0.25755	0.07086	0.94907	0.45572	0.15952	M13 family peptidase	Post-translational modification, protein turnover, chaperone functions
sps_RS11065	-0.79334	0.02718	0.24316	0.85112	-0.55018	0.15985	endonuclease/exonuclease/phosphatase family protein	Function Unknown
sps_RS12980	-0.71798	0.10871	0.07176	0.96601	-0.64622	0.15985	fructose-bisphosphate aldolase class II	Carbohydrate metabolism and transport
sps_RS13025	0.45126	0.63281	0.61355	0.74789	1.06481	0.16015	GGDEF domain-containing protein	Signal Transduction
sps_RS11905	-0.13257	0.88824	-0.74626	0.48647	-0.87883	0.16045	tRNA (guanosine(37)-N1)-methyltransferase TrmD	Translation
sps_RS20610	1.20504	0.06549	-0.23427	0.92065	0.97077	0.16071	HDOD domain-containing protein	Signal Transduction
sps_RS09150	0.60519	0.41062	0.31835	0.89207	0.92355	0.16123	envelope stress response membrane protein PspB	Function Unknown
sps_RS14000	-0.21786	0.77363	-0.57187	0.61379	-0.78974	0.16123	S46 family peptidase	Function Unknown
sps_RS10345	-0.44899	0.48967	-0.34137	0.85389	-0.79035	0.16144	proline--tRNA ligase	Translation
sps_RS00500	-0.40714	0.60384	-0.49207	0.77971	-0.89921	0.16227	hypothetical protein	Function Unknown
sps_RS08425	0.64246	0.30769	0.16918	0.93048	0.81165	0.16227	DDE domain-containing protein	Replication and repair
sps_RS03395	0.94300	0.10200	-0.11586	0.95345	0.82714	0.16344	L-serine ammonia-lyase	Amino Acid metabolis and transport
sps_RS05500	0.56972	0.34820	0.20979	0.91491	0.77951	0.16389	phosphoethanolamine--lipid A transferase	Function Unknown
sps_RS22655	0.98616	0.03120	-0.28998	0.86209	0.69618	0.16389	AmmeMemoRadiSam system radical SAM enzyme	Post-translational modification, protein turnover, chaperone functions
sps_RS11745	1.36737	0.00732	-0.55898	0.64957	0.80839	0.16414	peptidase M28 family protein	Function Unknown
sps_RS06320	0.82587	0.16333	-0.00370	0.99763	0.82217	0.16419	YcgN family cysteine cluster protein	Function Unknown
sps_RS00015	0.42705	0.47055	0.28694	0.87126	0.71399	0.16439	NAD/FAD-utilizing enzyme	Function Unknown
sps_RS09520	0.62261	0.56253	0.60480	0.81781	1.22741	0.16488	metal ABC transporter permease	Inorganic ion transport and metabolism
sps_RS07295	-0.67797	0.17900	-0.00456	0.99710	-0.68253	0.16533	phage tail protein	Function Unknown
sps_RS23700	-0.26078	0.69797	0.98157	0.09490	0.72079	0.16576	IS21 family transposase	Replication and repair
sps_RS04220	-0.82272	0.09795	0.11949	0.94386	-0.70323	0.16621	class I SAM-dependent methyltransferase	Function Unknown
sps_RS10790	2.28308	0.00172	-1.09181	0.40225	1.19126	0.16621	hypothetical protein	NA
sps_RS22785	0.32336	0.45819	0.20255	0.87820	0.52591	0.16621	GHKL domain-containing protein	Signal Transduction
sps_RS21515	0.62739	0.26848	0.12423	0.94376	0.75162	0.16652	PhoH family protein	Signal Transduction
sps_RS27085	0.79727	0.24171	0.10630	0.96302	0.90357	0.16663	diguanylate cyclase	Signal Transduction
sps_RS02615	0.44861	0.42649	0.24472	0.89137	0.69333	0.16669	3-deoxy-7-phosphoheptulonate synthase	Amino Acid metabolis and transport
sps_RS10555	0.73290	0.18050	0.00909	0.99469	0.74199	0.16762	DUF3301 domain-containing protein	Function Unknown
sps_RS16485	-1.09132	0.01867	0.38681	0.78221	-0.70451	0.16884	DUF3261 domain-containing protein	Function Unknown
sps_RS04380	0.46478	0.37646	0.19300	0.90662	0.65778	0.16891	hypothetical protein	Function Unknown
sps_RS11080	0.51838	0.46288	0.32988	0.87751	0.84826	0.16946	hypothetical protein	Transcription
sps_RS01905	-0.46046	0.58503	-0.50112	0.80163	-0.96158	0.17108	preprotein translocase subunit SecY	Intracellular trafficking and secretion
sps_RS13400	-0.79871	0.04640	0.20562	0.89550	-0.59308	0.17117	cell division protein DedD	Nucleotide metabolism and transport
sps_RS05975	0.90291	0.04516	-0.23588	0.89180	0.66702	0.17302	methyl-accepting chemotaxis protein	Signal Transduction
sps_RS10885	-0.89682	0.03657	0.26912	0.86974	-0.62770	0.17302	NYN domain-containing protein	Function Unknown
sps_RS19525	-0.26595	0.76851	-0.66179	0.64399	-0.92774	0.17302	8-oxoguanine deaminase	Nucleotide metabolism and transport
sps_RS16405	-1.03267	0.06898	0.22328	0.91748	-0.80940	0.17306	DNA-binding response regulator	Signal Transduction
sps_RS00375	1.60430	0.01145	-0.62479	0.70524	0.97951	0.17308	DNA-protecting protein DprA	Replication and repair
sps_RS05075	0.65287	0.34729	0.22485	0.91954	0.87772	0.17313	sterol desaturase family protein	Lipid metabolism
sps_RS19510	1.03090	0.44187	0.53388	0.89180	1.56478	0.17313	IS4 family transposase	Replication and repair
sps_RS26835	0.73790	0.10814	-0.08960	0.95686	0.64830	0.17313	type II secretion system protein GspD	Intracellular trafficking and secretion
sps_RS02105	0.14259	0.85264	0.56960	0.55760	0.71219	0.17375	HAMP domain-containing protein	Signal Transduction
sps_RS06535	-0.82687	0.13404	0.06155	0.97436	-0.76532	0.17375	phosphoribosylaminoimidazolesuccinocarboxamide synthase	Nucleotide metabolism and transport
sps_RS06810	0.46306	0.32626	0.13545	0.92584	0.59851	0.17375	hypothetical protein	Function Unknown
sps_RS15125	-0.96926	0.01698	0.36162	0.75561	-0.60764	0.17376	LysR family transcriptional regulator	Transcription
sps_RS15140	-0.69895	0.40187	-0.33146	0.90265	-1.03041	0.17420	succinate dehydrogenase/fumarate reductase cytochrome b subunit	Energy production and conversion
sps_RS17110	-1.57611	0.01799	0.57859	0.76524	-0.99752	0.17420	DUF1851 domain-containing protein	Function Unknown
sps_RS21590	-1.50256	0.10871	0.18826	0.95455	-1.31430	0.17441	septal ring lytic transglycosylase RlpA family protein	Cell wall/membrane/envelop biogenesis
sps_RS25705	-0.03482	0.97317	-0.76924	0.39698	-0.80406	0.17461	class II fumarate hydratase	Energy production and conversion
sps_RS01790	-0.29341	0.71073	-0.54285	0.70172	-0.83626	0.17497	elongation factor G	Translation
sps_RS12025	0.06065	0.88714	-0.44794	0.22342	-0.38729	0.17497	Na+/H+ antiporter NhaA	Inorganic ion transport and metabolism
sps_RS23300	-0.70456	0.45961	-0.43696	0.88624	-1.14152	0.17525	XRE family transcriptional regulator	NA
sps_RS05560	-0.29895	0.47262	-0.19519	0.87784	-0.49414	0.17544	peptidase M2 family protein	Function Unknown
sps_RS22190	0.13618	0.73335	0.27427	0.69465	0.41045	0.17574	hypothetical protein	Function Unknown
sps_RS08130	0.03300	0.98356	1.11523	0.38682	1.14824	0.17605	HTH-type transcriptional regulator CysB	Transcription
sps_RS22865	0.35518	0.50053	0.26533	0.86328	0.62052	0.17605	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA	Translation
sps_RS00700	-0.45536	0.48606	-0.31979	0.87126	-0.77515	0.17635	rhomboid family intramembrane serine protease GlpG	Function Unknown
sps_RS01565	-1.22211	0.25205	-0.17046	0.96217	-1.39257	0.17635	hypothetical protein	Function Unknown
sps_RS09170	0.95132	0.03314	-0.28830	0.85648	0.66302	0.17635	peptide ABC transporter permease	Amino Acid metabolis and transport
sps_RS24255	-0.03104	0.97215	-0.63546	0.40755	-0.66650	0.17635	hypothetical protein	Function Unknown
sps_RS27060	-0.74627	0.21588	-0.05102	0.97734	-0.79728	0.17635	GTP 3',8-cyclase MoaA	Coenzyme metabolism
sps_RS04330	-0.39213	0.54752	-0.35826	0.83900	-0.75039	0.17722	alkaline serine protease	Post-translational modification, protein turnover, chaperone functions
sps_RS27080	-0.62910	0.11141	0.07932	0.95455	-0.54979	0.17726	MOSC domain-containing protein	Function Unknown
sps_RS16515	0.81186	0.03361	-1.38545	0.00012	-0.57359	0.17746	FMN-dependent NADH-azoreductase	Lipid metabolism
sps_RS19890	-0.44074	0.64290	-0.59351	0.76526	-1.03425	0.17746	PhnA domain protein	Inorganic ion transport and metabolism
sps_RS20975	1.21542	0.13872	-0.08736	0.97436	1.12806	0.17746	phosphoglucosamine mutase	Carbohydrate metabolism and transport
sps_RS22625	-0.13421	0.93865	-1.35369	0.45007	-1.48790	0.17746	hypothetical protein	NA
sps_RS22385	0.49972	0.48494	0.33268	0.87450	0.83239	0.17807	peptidase M48	Post-translational modification, protein turnover, chaperone functions
sps_RS02900	1.35155	0.00199	-0.65603	0.40844	0.69551	0.17868	DUF1329 domain-containing protein	Function Unknown
sps_RS07825	0.45190	0.51508	-1.26081	0.03899	-0.80891	0.17930	cytochrome C	Energy production and conversion
sps_RS20465	0.70648	0.06099	-0.16464	0.90608	0.54184	0.17930	AcrB/AcrD/AcrF family protein	Inorganic ion transport and metabolism
sps_RS03350	-0.93540	0.22737	-0.08051	0.97436	-1.01591	0.17937	SDR family NAD(P)-dependent oxidoreductase	Function Unknown
sps_RS11150	1.64967	0.00358	-0.75942	0.50185	0.89025	0.17937	PKD domain-containing protein	Function Unknown
sps_RS25730	0.16366	0.73012	0.32392	0.69589	0.48758	0.17945	hypothetical protein	Transcription
sps_RS06220	-0.52192	0.47259	-0.33519	0.88021	-0.85710	0.17965	cytosine permease	Nucleotide metabolism and transport
sps_RS12475	-0.18849	0.72057	-0.35902	0.70524	-0.54750	0.17966	general secretion pathway protein GspB	Intracellular trafficking and secretion
sps_RS00275	-1.00533	0.04620	0.27186	0.88838	-0.73346	0.18030	MOSC domain-containing protein	Function Unknown
sps_RS02355	0.64545	0.05557	-0.16175	0.90122	0.48370	0.18291	hypothetical protein	Amino Acid metabolis and transport
sps_RS14635	-1.18324	0.01408	0.46619	0.71394	-0.71704	0.18520	pilus assembly protein CpaC	Intracellular trafficking and secretion
sps_RS06360	-0.00023	1.00000	-0.59794	0.38231	-0.59817	0.18522	alpha/beta hydrolase	Function Unknown
sps_RS15315	-0.06565	0.98046	-2.53936	0.40844	-2.60501	0.18591	tRNA-Pro	NA
sps_RS13140	0.28914	0.72668	-1.13850	0.12033	-0.84936	0.18600	aspartate-alanine antiporter	Inorganic ion transport and metabolism
sps_RS13160	0.20827	0.73012	-0.82943	0.12348	-0.62116	0.18600	PH domain-containing protein	Function Unknown
sps_RS01315	0.44412	0.26874	0.06968	0.95994	0.51380	0.18647	glycerol-3-phosphate 1-O-acyltransferase PlsB	Lipid metabolism
sps_RS27210	0.25648	0.49196	0.17273	0.87751	0.42921	0.18669	23S rRNA (adenine(1618)-N(6))-methyltransferase RlmF	Function Unknown
sps_RS22050	0.78280	0.12622	-0.08653	0.96217	0.69627	0.18706	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	Amino Acid metabolis and transport
sps_RS01085	0.10454	0.92297	2.11819	0.00051	2.22273	0.00009	hypothetical protein	Secondary Structure
sps_RS27820	-0.91316	0.25848	-0.12165	0.96491	-1.03481	0.18806	HTH domain-containing protein	Transcription
sps_RS11640	-1.90906	0.08500	0.36037	0.92584	-1.54869	0.18813	tryptophan 7-halogenase	Function Unknown
sps_RS11305	-0.41448	0.36116	-0.14129	0.92065	-0.55577	0.18850	diguanylate cyclase	Signal Transduction
sps_RS00355	0.64197	0.24942	0.07149	0.96869	0.71346	0.18879	16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB	Translation
sps_RS04230	0.78832	0.26463	0.10701	0.96374	0.89533	0.18879	hypothetical protein	NA
